miRNA	targetID	symbol
Hsa-miR-125	9258	MFHAS1
Hsa-miR-125	9545	RAB3D
Hsa-miR-125	57497	LRFN2
Hsa-miR-125	9857	CEP350
Hsa-miR-125	84458	LCOR
Hsa-miR-125	84189	SLITRK6
Hsa-miR-125	55711	FAR2
Hsa-miR-125	57551	TAOK1
Hsa-miR-125	54462	CCSER2
Hsa-miR-125	65998	C11orf95
Hsa-miR-125	22806	IKZF3
Hsa-miR-125	51571	CYRIB
Hsa-miR-125	54921	CHTF8
Hsa-miR-125	80145	THOC7
Hsa-miR-125	7323	UBE2D3
Hsa-miR-125	171017	ZNF384
Hsa-miR-125	1870	E2F2
Hsa-miR-125	5985	RFC5
Hsa-miR-125	339403	RXFP4
Hsa-miR-125	51123	ZNF706
Hsa-miR-125	84987	COX14
Hsa-miR-125	27177	IL36B
Hsa-miR-125	7515	XRCC1
Hsa-miR-125	651746	ANKRD33B
Hsa-miR-125	2528	FUT6
Hsa-miR-125	5993	RFX5
Hsa-miR-125	1577	CYP3A5
Hsa-miR-125	8509	NDST2
Hsa-miR-125	10563	CXCL13
Hsa-miR-125	114823	LENG8
Hsa-miR-125	6156	RPL30
Hsa-miR-125	253143	PRR14L
Hsa-miR-125	2892	GRIA3
Hsa-miR-125	9446	GSTO1
Hsa-miR-125	1021	CDK6
Hsa-miR-125	2526	FUT4
Hsa-miR-125	283820	NOMO2
Hsa-miR-125	200958	MUC20
Hsa-miR-125	60529	ALX4
Hsa-miR-125	57530	CGN
Hsa-miR-125	1969	EPHA2
Hsa-miR-125	4190	MDH1
Hsa-miR-125	3223	HOXC6
Hsa-miR-125	374659	HDDC3
Hsa-miR-125	80036	TRPM3
Hsa-miR-125	51186	TCEAL9
Hsa-miR-125	130535	KCTD18
Hsa-miR-125	9371	KIF3B
Hsa-miR-125	10000	AKT3
Hsa-miR-125	9099	USP2
Hsa-miR-125	7464	CORO2A
Hsa-miR-125	23503	ZFYVE26
Hsa-miR-125	54207	KCNK10
Hsa-miR-125	84447	SYVN1
Hsa-miR-125	4294	MAP3K10
Hsa-miR-125	79570	NKAIN1
Hsa-miR-125	157638	LRATD2
Hsa-miR-125	8079	MLF2
Hsa-miR-125	2765	GML
Hsa-miR-125	11317	RBPJL
Hsa-miR-125	5999	RGS4
Hsa-miR-125	284613	CYB561D1
Hsa-miR-125	6323	SCN1A
Hsa-miR-125	23062	GGA2
Hsa-miR-125	84787	KMT5C
Hsa-miR-125	9839	ZEB2
Hsa-miR-125	1643	DDB2
Hsa-miR-125	90417	KNSTRN
Hsa-miR-125	54676	GTPBP2
Hsa-miR-125	387638	NA
Hsa-miR-125	6836	SURF4
Hsa-miR-125	399947	C11orf87
Hsa-miR-125	55664	CDC37L1
Hsa-miR-125	57205	ATP10D
Hsa-miR-125	10038	PARP2
Hsa-miR-125	4170	MCL1
Hsa-miR-125	51204	TACO1
Hsa-miR-125	5350	PLN
Hsa-miR-125	494470	RNF165
Hsa-miR-125	6602	SMARCD1
Hsa-miR-125	283537	SLC46A3
Hsa-miR-125	57476	GRAMD1B
Hsa-miR-125	338094	FAM151A
Hsa-miR-125	388886	LRRC75B
Hsa-miR-125	7465	WEE1
Hsa-miR-125	379	ARL4D
Hsa-miR-125	81537	SGPP1
Hsa-miR-125	1975	EIF4B
Hsa-miR-125	126074	SWSAP1
Hsa-miR-125	639	PRDM1
Hsa-miR-125	80205	CHD9
Hsa-miR-125	5267	SERPINA4
Hsa-miR-125	83737	ITCH
Hsa-miR-125	29946	SERTAD3
Hsa-miR-125	26469	PTPN18
Hsa-miR-125	64446	DNAI2
Hsa-miR-125	4947	OAZ2
Hsa-miR-125	65055	REEP1
Hsa-miR-125	5087	PBX1
Hsa-miR-125	7292	TNFSF4
Hsa-miR-125	140700	SAMD10
Hsa-miR-125	50865	HEBP1
Hsa-miR-125	57001	SDHAF3
Hsa-miR-125	1639	DCTN1
Hsa-miR-125	54059	YBEY
Hsa-miR-125	85464	SSH2
Hsa-miR-125	11231	SEC63
Hsa-miR-125	79654	HECTD3
Hsa-miR-125	23185	LARP4B
Hsa-miR-125	5716	PSMD10
Hsa-miR-125	29855	UBN1
Hsa-miR-125	2561	GABRB2
Hsa-miR-125	8273	SLC10A3
Hsa-miR-125	23216	TBC1D1
Hsa-miR-125	10019	SH2B3
Hsa-miR-125	9650	MTFR1
Hsa-miR-125	255919	CNEP1R1
Hsa-miR-125	7128	TNFAIP3
Hsa-miR-125	1591	CYP24A1
Hsa-miR-125	23225	NUP210
Hsa-miR-125	11052	CPSF6
Hsa-miR-125	11046	SLC35D2
Hsa-miR-125	84285	EIF1AD
Hsa-miR-125	54621	VSIG10
Hsa-miR-125	222223	ELAPOR2
Hsa-miR-125	3032	HADHB
Hsa-miR-125	23220	DTX4
Hsa-miR-125	222553	SLC35F1
Hsa-miR-125	9175	MAP3K13
Hsa-miR-125	10658	CELF1
Hsa-miR-125	1605	DAG1
Hsa-miR-125	148741	ANKRD35
Hsa-miR-125	55216	NKAPD1
Hsa-miR-125	10238	DCAF7
Hsa-miR-125	51616	TAF9B
Hsa-miR-125	79727	LIN28A
Hsa-miR-125	9236	CCPG1
Hsa-miR-125	79849	PDZD3
Hsa-miR-125	55161	TMEM33
Hsa-miR-125	6217	RPS16
Hsa-miR-125	57570	TRMT5
Hsa-miR-125	9334	B4GALT5
Hsa-miR-125	389421	LIN28B
Hsa-miR-125	137695	TMEM68
Hsa-miR-125	53916	RAB4B
Hsa-miR-125	146691	TOM1L2
Hsa-miR-125	80031	SEMA6D
Hsa-miR-125	144404	TMEM120B
Hsa-miR-125	3840	KPNA4
Hsa-miR-125	284131	ENDOV
Hsa-miR-125	246778	IL27
Hsa-miR-125	1803	DPP4
Hsa-miR-125	9320	TRIP12
Hsa-miR-125	1795	DOCK3
Hsa-miR-125	9098	USP6
Hsa-miR-125	51058	ZNF691
Hsa-miR-125	4320	MMP11
Hsa-miR-125	55209	SETD5
Hsa-miR-125	1359	CPA3
Hsa-miR-125	54891	INO80D
Hsa-miR-125	11253	MAN1B1
Hsa-miR-125	169611	OLFML2A
Hsa-miR-125	4026	LPP
Hsa-miR-125	10450	PPIE
Hsa-miR-125	79137	RETREG2
Hsa-miR-125	84923	FAM104A
Hsa-miR-125	1114	CHGB
Hsa-miR-125	79191	IRX3
Hsa-miR-125	23119	HIC2
Hsa-miR-125	1347	COX7A2
Hsa-miR-125	23002	DAAM1
Hsa-miR-125	9348	NDST3
Hsa-miR-125	989	SEPTIN7
Hsa-miR-125	6498	SKIL
Hsa-miR-125	11027	LILRA2
Hsa-miR-125	54969	HPF1
Hsa-miR-125	6704	SPRR2E
Hsa-miR-125	407738	TAFA1
Hsa-miR-125	4359	MPZ
Hsa-miR-125	259230	SGMS1
Hsa-miR-125	1163	CKS1B
Hsa-miR-125	5411	PNN
Hsa-miR-125	112858	TP53RK
Hsa-miR-125	339456	TMEM52
Hsa-miR-125	3884	KRT33B
Hsa-miR-125	8816	DCAF5
Hsa-miR-125	7203	CCT3
Hsa-miR-125	4208	MEF2C
Hsa-miR-125	64837	KLC2
Hsa-miR-125	9798	IST1
Hsa-miR-125	153129	SLC38A9
Hsa-miR-125	54623	PAF1
Hsa-miR-125	1802	DPH2
Hsa-miR-125	64375	IKZF4
Hsa-miR-125	3643	INSR
Hsa-miR-125	8879	SGPL1
Hsa-miR-125	100131608	PRR23D1
Hsa-miR-125	6703	SPRR2D
Hsa-miR-125	55603	TENT5A
Hsa-miR-125	2246	FGF1
Hsa-miR-125	51195	RAPGEFL1
Hsa-miR-125	665	BNIP3L
Hsa-miR-125	57698	SHTN1
Hsa-miR-125	219771	CCNY
Hsa-miR-125	2946	GSTM2
Hsa-miR-125	80325	ABTB1
Hsa-miR-125	56970	ATXN7L3
Hsa-miR-125	9765	ZFYVE16
Hsa-miR-125	403341	ZBTB34
Hsa-miR-125	4131	MAP1B
Hsa-miR-125	132660	LIN54
Hsa-miR-125	22941	SHANK2
Hsa-miR-125	9771	RAPGEF5
Hsa-miR-125	10505	SEMA4F
Hsa-miR-125	23528	ZNF281
Hsa-miR-125	83699	SH3BGRL2
Hsa-miR-125	6346	CCL1
Hsa-miR-125	11320	MGAT4A
Hsa-miR-125	7204	TRIO
Hsa-miR-125	2043	EPHA4
Hsa-miR-125	8076	MFAP5
Hsa-miR-125	11107	PRDM5
Hsa-miR-125	9050	PSTPIP2
Hsa-miR-125	6483	ST3GAL2
Hsa-miR-125	947	CD34
Hsa-miR-125	51592	TRIM33
Hsa-miR-125	260436	FDCSP
Hsa-miR-125	91445	RNF185
Hsa-miR-125	55007	FAM118A
Hsa-miR-125	84986	ARHGAP19
Hsa-miR-125	6142	RPL18A
Hsa-miR-125	23241	PACS2
Hsa-miR-125	140576	S100A16
Hsa-miR-125	119504	ANAPC16
Hsa-miR-125	64760	FAM160B2
Hsa-miR-125	26228	STAP1
Hsa-miR-125	84726	PRRC2B
Hsa-miR-125	221303	FAM162B
Hsa-miR-125	254251	LCORL
Hsa-miR-125	5471	PPAT
Hsa-miR-125	5696	PSMB8
Hsa-miR-125	148545	NBPF4
Hsa-miR-125	5927	KDM5A
Hsa-miR-125	491	ATP2B2
Hsa-miR-125	359	AQP2
Hsa-miR-125	8856	NR1I2
Hsa-miR-125	4695	NDUFA2
Hsa-miR-125	1801	DPH1
Hsa-miR-125	9787	DLGAP5
Hsa-miR-125	154064	RAET1L
Hsa-miR-125	5638	PRRG1
Hsa-miR-125	222826	FAM217A
Hsa-miR-125	5879	RAC1
Hsa-miR-125	79776	ZFHX4
Hsa-miR-125	4126	MANBA
Hsa-miR-125	57405	SPC25
Hsa-miR-125	6198	RPS6KB1
Hsa-miR-125	1312	COMT
Hsa-miR-125	55206	SBNO1
Hsa-miR-125	79874	RABEP2
Hsa-miR-125	81609	SNX27
Hsa-miR-125	118471	PRAP1
Hsa-miR-125	9330	GTF3C3
Hsa-miR-125	27286	SRPX2
Hsa-miR-125	84542	KIAA1841
Hsa-miR-125	57575	PCDH10
Hsa-miR-125	348807	CFAP100
Hsa-miR-125	148418	SAMD13
Hsa-miR-125	92	ACVR2A
Hsa-miR-125	28962	OSTM1
Hsa-miR-125	1462	VCAN
Hsa-miR-125	3756	KCNH1
Hsa-miR-125	775	CACNA1C
Hsa-miR-125	28512	NKIRAS1
Hsa-miR-125	10959	TMED2
Hsa-miR-125	348938	NIPAL4
Hsa-miR-125	5818	NECTIN1
Hsa-miR-125	10687	PNMA2
Hsa-miR-125	10082	GPC6
Hsa-miR-125	11325	DDX42
Hsa-miR-125	30846	EHD2
Hsa-miR-125	57053	CHRNA10
Hsa-miR-125	253559	CADM2
Hsa-miR-125	5355	PLP2
Hsa-miR-125	57670	KIAA1549
Hsa-miR-125	390110	ACCSL
Hsa-miR-125	100505876	CEBPZOS
Hsa-miR-125	105374463	NA
Hsa-miR-125	4857	NOVA1
Hsa-miR-125	55888	ZKSCAN7
Hsa-miR-125	23633	KPNA6
Hsa-miR-125	8675	STX16
Hsa-miR-125	9853	RUSC2
Hsa-miR-125	7369	UMOD
Hsa-miR-125	9392	TGFBRAP1
Hsa-miR-125	386653	IL31
Hsa-miR-125	6092	ROBO2
Hsa-miR-125	2113	ETS1
Hsa-miR-125	9277	WDR46
Hsa-miR-125	55604	CARMIL1
Hsa-miR-125	252995	FNDC5
Hsa-miR-125	4074	M6PR
Hsa-miR-125	8732	RNGTT
Hsa-miR-125	8314	BAP1
Hsa-miR-125	23338	JADE2
Hsa-miR-125	27235	COQ2
Hsa-miR-125	57282	SLC4A10
Hsa-miR-125	140901	STK35
Hsa-miR-125	23316	CUX2
Hsa-miR-125	84000	TMPRSS13
Hsa-miR-125	3176	HNMT
Hsa-miR-125	23322	RPGRIP1L
Hsa-miR-125	10608	MXD4
Hsa-miR-125	100113407	TMEM170B
Hsa-miR-125	5569	PKIA
Hsa-miR-125	390	RND3
Hsa-miR-125	2044	EPHA5
Hsa-miR-125	729967	MORN2
Hsa-miR-125	10021	HCN4
Hsa-miR-125	157574	FBXO16
Hsa-miR-125	10971	YWHAQ
Hsa-miR-125	9937	DCLRE1A
Hsa-miR-125	79870	BAALC
Hsa-miR-125	11221	DUSP10
Hsa-miR-125	54910	SEMA4C
Hsa-miR-125	5828	PEX2
Hsa-miR-125	56919	DHX33
Hsa-miR-125	23576	DDAH1
Hsa-miR-125	23258	DENND5A
Hsa-miR-125	56666	PANX2
Hsa-miR-125	84545	MRPL43
Hsa-miR-125	10246	SLC17A2
Hsa-miR-125	80851	SH3BP5L
Hsa-miR-125	100287704	LOC100287704
Hsa-miR-125	55048	VPS37C
Hsa-miR-125	126375	ZNF792
Hsa-miR-125	28964	GIT1
Hsa-miR-125	5519	PPP2R1B
Hsa-miR-125	306	ANXA3
Hsa-miR-125	2191	FAP
Hsa-miR-125	51022	GLRX2
Hsa-miR-125	23382	AHCYL2
Hsa-miR-125	55684	RABL6
Hsa-miR-125	57579	FAM135A
Hsa-miR-125	4884	NPTX1
Hsa-miR-125	3736	KCNA1
Hsa-miR-125	9158	FIBP
Hsa-miR-125	83795	KCNK16
Hsa-miR-125	222183	SRRM3
Hsa-miR-125	10326	SIRPB1
Hsa-miR-125	7328	UBE2H
Hsa-miR-125	51762	RAB8B
Hsa-miR-125	79621	RNASEH2B
Hsa-miR-125	1831	TSC22D3
Hsa-miR-125	55752	SEPTIN11
Hsa-miR-125	8218	CLTCL1
Hsa-miR-125	949	SCARB1
Hsa-miR-125	64838	FNDC4
Hsa-miR-125	953	ENTPD1
Hsa-miR-125	3181	HNRNPA2B1
Hsa-miR-125	6300	MAPK12
Hsa-miR-125	26123	TCTN3
Hsa-miR-125	4038	LRP4
Hsa-miR-125	9489	PGS1
Hsa-miR-125	107	ADCY1
Hsa-miR-125	25847	ANAPC13
Hsa-miR-125	83856	FSD1L
Hsa-miR-125	7355	SLC35A2
Hsa-miR-125	6480	ST6GAL1
Hsa-miR-125	92270	ATP6AP1L
Hsa-miR-125	57030	SLC17A7
Hsa-miR-125	23761	PISD
Hsa-miR-125	7090	TLE3
Hsa-miR-125	3359	HTR3A
Hsa-miR-125	1089	CEACAM4
Hsa-miR-125	4915	NTRK2
Hsa-miR-125	151354	LRATD1
Hsa-miR-125	90141	EFCAB11
Hsa-miR-125	2056	EPO
Hsa-miR-125	117532	TMC2
Hsa-miR-125	10290	SPEG
Hsa-miR-125	64795	RMND5A
Hsa-miR-125	148252	DIRAS1
Hsa-miR-125	23208	SYT11
Hsa-miR-125	6327	SCN2B
Hsa-miR-125	10057	ABCC5
Hsa-miR-125	2201	FBN2
Hsa-miR-125	6837	MED22
Hsa-miR-125	3603	IL16
Hsa-miR-125	1994	ELAVL1
Hsa-miR-125	80025	PANK2
Hsa-miR-125	9473	THEMIS2
Hsa-miR-125	374864	CCDC178
Hsa-miR-125	56648	EIF5A2
Hsa-miR-125	219743	TYSND1
Hsa-miR-125	23543	RBFOX2
Hsa-miR-125	23266	ADGRL2
Hsa-miR-125	7803	PTP4A1
Hsa-miR-125	10586	MAB21L2
Hsa-miR-125	10637	LEFTY1
Hsa-miR-125	10643	IGF2BP3
Hsa-miR-125	158511	CSAG1
Hsa-miR-125	387129	NPSR1
Hsa-miR-125	3854	KRT6B
Hsa-miR-125	5324	PLAG1
Hsa-miR-125	27020	NPTN
Hsa-miR-125	10391	CORO2B
Hsa-miR-125	126637	TCHHL1
Hsa-miR-125	81494	CFHR5
Hsa-miR-125	283489	CHAMP1
Hsa-miR-125	6319	SCD
Hsa-miR-125	1290	COL5A2
Hsa-miR-125	9488	PIGB
Hsa-miR-125	9767	JADE3
Hsa-miR-125	3746	KCNC1
Hsa-miR-125	55870	ASH1L
Hsa-miR-125	2263	FGFR2
Hsa-miR-125	55217	TMLHE
Hsa-miR-125	114294	LACTB
Hsa-miR-125	6095	RORA
Hsa-miR-125	6400	SEL1L
Hsa-miR-125	4152	MBD1
Hsa-miR-125	53944	CSNK1G1
Hsa-miR-125	9755	TBKBP1
Hsa-miR-125	5648	MASP1
Hsa-miR-125	10163	WASF2
Hsa-miR-125	7479	WNT8B
Hsa-miR-125	84689	MS4A14
Hsa-miR-125	5251	PHEX
Hsa-miR-125	81931	ZNF93
Hsa-miR-125	63875	MRPL17
Hsa-miR-125	26058	GIGYF2
Hsa-miR-125	153733	CCDC112
Hsa-miR-125	79977	GRHL2
Hsa-miR-125	23331	TTC28
Hsa-miR-125	6383	SDC2
Hsa-miR-125	84293	PRXL2A
Hsa-miR-125	2016	EMX1
Hsa-miR-125	79679	VTCN1
Hsa-miR-125	3123	HLA-DRB1
Hsa-miR-125	146664	MGAT5B
Hsa-miR-125	80342	TRAF3IP3
Hsa-miR-125	7813	EVI5
Hsa-miR-125	80270	HSD3B7
Hsa-miR-125	399512	SLC25A35
Hsa-miR-125	55640	FLVCR2
Hsa-miR-125	79897	RPP21
Hsa-miR-125	55715	DOK4
Hsa-miR-125	1641	DCX
Hsa-miR-125	1946	EFNA5
Hsa-miR-125	90507	SCRN2
Hsa-miR-125	151194	METTL21A
Hsa-miR-125	25977	NECAP1
Hsa-miR-125	51701	NLK
Hsa-miR-125	5629	PROX1
Hsa-miR-125	768211	RELL1
Hsa-miR-125	1608	DGKG
Hsa-miR-125	144811	LACC1
Hsa-miR-125	9689	BZW1
Hsa-miR-125	79183	TTPAL
Hsa-miR-125	359948	IRF2BP2
Hsa-miR-125	2001	ELF5
Hsa-miR-125	6345	SRL
Hsa-miR-125	89796	NAV1
Hsa-miR-125	6326	SCN2A
Hsa-miR-125	7874	USP7
Hsa-miR-125	147339	C18orf25
Hsa-miR-125	4781	NFIB
Hsa-miR-125	10618	TGOLN2
Hsa-miR-125	401388	NA
Hsa-miR-125	100506136	NA
Hsa-miR-125	80762	NDFIP1
Hsa-miR-125	7326	UBE2G1
Hsa-miR-125	1268	CNR1
Hsa-miR-125	5601	MAPK9
Hsa-miR-125	23254	KAZN
Hsa-miR-125	9825	SPATA2
Hsa-miR-125	171586	ABHD3
Hsa-miR-125	153396	TMEM161B
Hsa-miR-125	4066	LYL1
Hsa-miR-125	8671	SLC4A4
Hsa-miR-125	5048	PAFAH1B1
Hsa-miR-125	1667	DEFA1
Hsa-miR-125	2066	ERBB4
Hsa-miR-125	374383	NCR3LG1
Hsa-miR-125	84889	SLC7A3
Hsa-miR-125	64761	PARP12
Hsa-miR-125	51390	AIG1
Hsa-miR-125	56882	CDC42SE1
Hsa-miR-125	643836	ZFP62
Hsa-miR-125	64418	TMEM168
Hsa-miR-125	6882	TAF11
Hsa-miR-125	223082	ZNRF2
Hsa-miR-125	115294	PCMTD1
Hsa-miR-125	115207	KCTD12
Hsa-miR-125	84833	ATP5MD
Hsa-miR-125	54887	UHRF1BP1
Hsa-miR-125	285367	RPUSD3
Hsa-miR-125	54827	NXPE4
Hsa-miR-125	389206	BEND4
Hsa-miR-125	9556	ATP5MPL
Hsa-miR-125	122809	SOCS4
Hsa-miR-125	55268	ECHDC2
Hsa-miR-125	6541	SLC7A1
Hsa-miR-125	7039	TGFA
Hsa-miR-125	55122	AKIRIN2
Hsa-miR-125	55284	UBE2W
Hsa-miR-125	7518	XRCC4
Hsa-miR-125	116983	ACAP3
Hsa-miR-125	9761	MLEC
Hsa-miR-125	120103	SLC36A4
Hsa-miR-125	375757	SWI5
Hsa-miR-125	54926	UBE2R2
Hsa-miR-125	286336	FAM78A
Hsa-miR-125	57182	ANKRD50
Hsa-miR-125	2788	GNG7
Hsa-miR-125	11148	HHLA2
Hsa-miR-125	5991	RFX3
Hsa-miR-125	2289	FKBP5
Hsa-miR-125	5464	PPA1
Hsa-miR-125	7345	UCHL1
Hsa-miR-125	51537	MTFP1
Hsa-miR-125	7112	TMPO
Hsa-miR-125	80128	TRIM46
Hsa-miR-125	159371	SLC35G1
Hsa-miR-125	55069	TMEM248
Hsa-miR-125	57154	SMURF1
Hsa-miR-125	55659	ZNF416
Hsa-miR-125	284306	ZNF547
Hsa-miR-125	119032	BORCS7
Hsa-miR-125	56929	FEM1C
Hsa-miR-125	340595	RTL4
Hsa-miR-125	60675	PROK2
Hsa-miR-125	9140	ATG12
Hsa-miR-125	7178	TPT1
Hsa-miR-125	65010	SLC26A6
Hsa-miR-125	387	RHOA
Hsa-miR-125	284325	C19orf54
Hsa-miR-125	81553	CYRIA
Hsa-miR-125	3052	HCCS
Hsa-miR-125	94241	TP53INP1
Hsa-miR-125	57593	EBF4
Hsa-miR-125	2495	FTH1
Hsa-miR-125	79586	CHPF
Hsa-miR-125	2120	ETV6
Hsa-miR-125	127003	C1orf194
Hsa-miR-125	23243	ANKRD28
Hsa-miR-125	10288	LILRB2
Hsa-miR-125	5001	ORC5
Hsa-miR-125	120114	FAT3
Hsa-miR-125	9480	ONECUT2
Hsa-miR-125	113540	CMTM1
Hsa-miR-125	151531	UPP2
Hsa-miR-125	160287	LDHAL6A
Hsa-miR-125	56987	BBX
Hsa-miR-125	79175	ZNF343
Hsa-miR-125	65121	PRAMEF1
Hsa-miR-125	5266	PI3
Hsa-miR-125	4664	NAB1
Hsa-miR-125	6272	SORT1
Hsa-miR-125	25855	BRMS1
Hsa-miR-125	9159	PCSK7
Hsa-miR-125	81563	C1orf21
Hsa-miR-125	79832	QSER1
Hsa-miR-125	1581	CYP7A1
Hsa-miR-125	9710	GARRE1
Hsa-miR-125	23333	DPY19L1
Hsa-miR-125	444	ASPH
Hsa-miR-125	1606	DGKA
Hsa-miR-125	9077	DIRAS3
Hsa-miR-125	114907	FBXO32
Hsa-miR-125	5609	MAP2K7
Hsa-miR-125	340596	LHFPL1
Hsa-miR-125	90506	LRRC46
Hsa-miR-125	26135	SERBP1
Hsa-miR-125	9389	SLC22A14
Hsa-miR-125	10295	BCKDK
Hsa-miR-125	26206	SPAG8
Hsa-miR-125	23369	PUM2
Hsa-miR-125	8899	PRPF4B
Hsa-miR-125	5111	PCNA
Hsa-miR-125	2202	EFEMP1
Hsa-miR-125	81577	GFOD2
Hsa-miR-125	55327	LIN7C
Hsa-miR-125	91663	MYADM
Hsa-miR-125	25946	ZNF385A
Hsa-miR-125	11309	SLCO2B1
Hsa-miR-125	55785	FGD6
Hsa-miR-125	2326	FMO1
Hsa-miR-125	4440	MSI1
Hsa-miR-125	1979	EIF4EBP2
Hsa-miR-125	3020	H3-3A
Hsa-miR-125	6603	SMARCD2
Hsa-miR-125	7786	MAP3K12
Hsa-miR-125	338324	S100A7A
Hsa-miR-125	48	ACO1
Hsa-miR-125	55719	SLF2
Hsa-miR-125	2250	FGF5
Hsa-miR-125	5618	PRLR
Hsa-miR-125	51617	NSG2
Hsa-miR-125	84658	ADGRE3
Hsa-miR-125	414328	IDNK
Hsa-miR-125	114134	SLC2A13
Hsa-miR-125	9971	NR1H4
Hsa-miR-125	1978	EIF4EBP1
Hsa-miR-125	80745	THUMPD2
Hsa-miR-125	51059	FAM135B
Hsa-miR-125	857	CAV1
Hsa-miR-125	57453	DSCAML1
Hsa-miR-125	284355	TPRX1
Hsa-miR-125	25983	NGDN
Hsa-miR-125	30850	CDR2L
Hsa-miR-125	2745	GLRX
Hsa-miR-125	127943	FCRLB
Hsa-miR-125	932	MS4A3
Hsa-miR-125	27346	TMEM97
Hsa-miR-125	51116	MRPS2
Hsa-miR-125	6667	SP1
Hsa-miR-125	10425	ARIH2
Hsa-miR-125	4297	KMT2A
Hsa-miR-125	3822	KLRC2
Hsa-miR-125	201191	SAMD14
Hsa-miR-125	93986	FOXP2
Hsa-miR-125	43	ACHE
Hsa-miR-125	57514	ARHGAP31
Hsa-miR-125	401944	LDLRAD2
Hsa-miR-125	55728	N4BP2
Hsa-miR-125	84276	NICN1
Hsa-miR-125	5819	NECTIN2
Hsa-miR-125	9913	SUPT7L
Hsa-miR-125	5127	CDK16
Hsa-miR-125	3752	KCND3
Hsa-miR-125	401265	KLHL31
Hsa-miR-125	1808	DPYSL2
Hsa-miR-125	7283	TUBG1
Hsa-miR-125	30815	ST6GALNAC6
Hsa-miR-125	64793	CEP85
Hsa-miR-125	54458	PRR13
Hsa-miR-125	5920	PLAAT4
Hsa-miR-125	84725	PLEKHA8
Hsa-miR-125	221092	HNRNPUL2
Hsa-miR-125	50861	STMN3
Hsa-miR-125	23013	SPEN
Hsa-miR-125	144453	BEST3
Hsa-miR-125	2922	GRP
Hsa-miR-125	221710	SMIM13
Hsa-miR-125	55079	FEZF2
Hsa-miR-125	145501	ISM2
Hsa-miR-125	51320	MEX3C
Hsa-miR-125	54331	GNG2
Hsa-miR-125	84262	PSMG3
Hsa-miR-125	391059	FRRS1
Hsa-miR-125	2957	GTF2A1
Hsa-miR-125	256472	TMEM151A
Hsa-miR-125	10766	TOB2
Hsa-miR-125	57092	PCNP
Hsa-miR-125	9775	EIF4A3
Hsa-miR-125	200734	SPRED2
Hsa-miR-125	10776	ARPP19
Hsa-miR-125	262	AMD1
Hsa-miR-125	23181	DIP2A
Hsa-miR-125	26036	ZNF451
Hsa-miR-125	8602	NOP14
Hsa-miR-125	3995	FADS3
Hsa-miR-125	25769	SLC24A2
Hsa-miR-125	2070	EYA4
Hsa-miR-125	3976	LIF
Hsa-miR-125	116028	RMI2
Hsa-miR-125	653149	NBPF6
Hsa-miR-125	222008	VSTM2A
Hsa-miR-125	101928225	NA
Hsa-miR-125	150946	GAREM2
Hsa-miR-125	9400	RECQL5
Hsa-miR-125	25830	SULT4A1
Hsa-miR-125	796	CALCA
Hsa-miR-125	51095	TRNT1
Hsa-miR-125	84246	MED10
Hsa-miR-125	253982	ASPHD1
Hsa-miR-125	130827	TMEM182
Hsa-miR-125	79609	VCPKMT
Hsa-miR-125	399949	HOATZ
Hsa-miR-125	8854	ALDH1A2
Hsa-miR-125	2692	GHRHR
Hsa-miR-125	23211	ZC3H4
Hsa-miR-125	1879	EBF1
Hsa-miR-125	8661	EIF3A
Hsa-miR-125	84529	CDIN1
Hsa-miR-125	56907	SPIRE1
Hsa-miR-125	1457	CSNK2A1
Hsa-miR-125	84911	ZNF382
Hsa-miR-125	79168	LILRA6
Hsa-miR-125	6901	TAZ
Hsa-miR-125	8019	BRD3
Hsa-miR-125	84331	MCRIP2
Hsa-miR-125	5707	PSMD1
Hsa-miR-125	26528	DAZAP1
Hsa-miR-125	8633	UNC5C
Hsa-miR-125	1519	CTSO
Hsa-miR-125	3084	NRG1
Hsa-miR-125	10875	FGL2
Hsa-miR-125	25940	FAM98A
Hsa-miR-125	57556	SEMA6A
Hsa-miR-125	339123	JMJD8
Hsa-miR-125	594	BCKDHB
Hsa-miR-125	85463	ZC3H12C
Hsa-miR-125	2252	FGF7
Hsa-miR-125	372	ARCN1
Hsa-miR-125	1060	CENPC
Hsa-miR-125	138429	PIP5KL1
Hsa-miR-125	253943	YTHDF3
Hsa-miR-125	744	MPPED2
Hsa-miR-125	389136	VGLL3
Hsa-miR-125	401546	C9orf152
Hsa-miR-125	7227	TRPS1
Hsa-miR-125	286	ANK1
Hsa-miR-125	1439	CSF2RB
Hsa-miR-125	671	BPI
Hsa-miR-125	7143	TNR
Hsa-miR-125	811	CALR
Hsa-miR-125	56934	CA10
Hsa-miR-125	9231	DLG5
Hsa-miR-125	1030	CDKN2B
Hsa-miR-125	7862	BRPF1
Hsa-miR-125	25814	ATXN10
Hsa-miR-125	85015	USP45
Hsa-miR-125	84817	TXNDC17
Hsa-miR-125	6558	SLC12A2
Hsa-miR-125	4168	MCF2
Hsa-miR-125	153222	CREBRF
Hsa-miR-125	7579	ZSCAN20
Hsa-miR-125	79047	KCTD15
Hsa-miR-125	284656	EPHA10
Hsa-miR-125	10161	LPAR6
Hsa-miR-125	256691	MAMDC2
Hsa-miR-125	8396	PIP4K2B
Hsa-miR-125	374875	HSD11B1L
Hsa-miR-125	1742	DLG4
Hsa-miR-125	129446	XIRP2
